,ID1,ID2,Similarity,comp1,comp2,comprop1,comprop2,prop,SET,data
50,50,588,0.6666666666666666,<delaney>|CC(=O)Nc1ccc(Br)cc1,<delaney>|CC(=O)Nc1ccc(F)cc1,-3.083,-1.78,-1.3030000000000002,train,delaney
51,51,255,1.0,<delaney>|O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,<delaney>|CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.322,-2.322,0.0,train,delaney
52,52,554,0.5043478260869565,<delaney>|COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,<delaney>|OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,-0.742,-0.77,0.028000000000000025,train,delaney
53,53,341,0.330188679245283,<delaney>|OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,<delaney>|CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-4.571000000000001,-5.839,1.2679999999999998,train,delaney
54,54,441,0.6326530612244898,<delaney>|Clc1cccc(Cl)c1c2ccccc2,<delaney>|Clc1ccc(cc1Cl)c2ccccc2,-5.21,-6.39,1.1799999999999997,train,delaney
55,55,379,0.8928571428571429,<delaney>|CCCCCCCC=C,<delaney>|CCCCCCCCC=C,-5.05,-5.51,0.45999999999999996,train,delaney
56,56,180,0.6666666666666666,<delaney>|c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,<delaney>|c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.0,-8.49,0.4900000000000002,train,delaney
57,57,874,0.3684210526315789,<delaney>|CC1CCCO1,<delaney>|CC1CO1,0.11,-0.59,0.7,train,delaney
58,58,766,0.5,<delaney>|BrCBr,<delaney>|BrCCBr,-1.17,-1.68,0.51,train,delaney
59,59,677,0.5,<delaney>|CC(C)C(=O)C,<delaney>|CCC(C)C(=O)C,-0.12,-0.67,0.55,train,delaney
60,60,886,0.6153846153846154,<delaney>|CCCOC(=O)C,<delaney>|CCCCCOC(=O)C,-0.72,-1.89,1.17,train,delaney
61,61,468,0.325,<delaney>|ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,<delaney>|Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.278,-11.6,4.322,train,delaney
62,62,456,0.5714285714285714,<delaney>|Nc1cccc(Cl)c1,<delaney>|Cc1cccc(N)c1,-1.37,-0.85,-0.5200000000000001,train,delaney
63,63,498,0.3333333333333333,<delaney>|Sc1nccc(=O)[nH]1,<delaney>|O=c1cc[nH]c(=O)[nH]1,-2.273,-1.4880000000000002,-0.7849999999999999,train,delaney
64,64,778,0.5625,<delaney>|OCC(O)C(O)CO,<delaney>|OCC(O)C(O)C(O)C(O)CO,0.7,1.09,-0.3900000000000001,train,delaney
65,65,490,0.6610169491525424,<delaney>|Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,<delaney>|Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.42,-8.94,1.5199999999999996,train,delaney
66,66,854,0.45454545454545453,<delaney>|CC(C)C(=O)C(C)C,<delaney>|CC(C)C(C)C,-1.3,-3.65,2.3499999999999996,train,delaney
67,67,625,0.9090909090909091,<delaney>|CCCCCCCC(=O)OC,<delaney>|CCCCCCCCC(=O)OC,-3.17,-3.38,0.20999999999999996,train,delaney
68,68,536,0.8352941176470589,<delaney>|CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,<delaney>|CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,-8.402000000000001,0.3849999999999998,train,delaney
69,69,729,0.5625,<delaney>|CNC(=O)Oc1cccc2ccccc12,<delaney>|Cc1cccc2ccccc12,-3.224,-3.7,0.476,train,delaney
70,70,474,0.65,<delaney>|Cc1c(cccc1N(=O)=O)N(=O)=O,<delaney>|O=N(=O)c1ccccc1N(=O)=O,-3.0,-3.1,0.10000000000000009,train,delaney
71,71,88,0.7848101265822784,<delaney>|CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,<delaney>|CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.24,-3.85,0.6099999999999999,train,delaney
72,72,238,0.6447368421052632,<delaney>|COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,<delaney>|CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.805,-4.632,-0.17300000000000004,train,delaney
73,73,785,0.7380952380952381,<delaney>|CCOP(=S)(OCC)SCCSCC,<delaney>|CCOP(=S)(OCC)SCSCC,-4.23,-4.11,-0.1200000000000001,train,delaney
74,74,511,0.6,<delaney>|Oc1cccc(Cl)c1Cl,<delaney>|Clc1cccc(Cl)c1Cl,-1.3,-4.0,2.7,train,delaney
75,75,829,0.7358490566037735,<delaney>|Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,<delaney>|Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl,-7.8,-7.43,-0.3700000000000001,train,delaney
76,76,358,0.5,<delaney>|Nc1nc(O)nc2nc[nH]c12,<delaney>|Nc1ncnc2nc[nH]c12,-3.401,-2.12,-1.2809999999999997,train,delaney
77,77,192,0.8205128205128205,<delaney>|O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,<delaney>|O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,-5.071000000000001,0.6010000000000009,train,delaney
78,78,425,0.6956521739130435,<delaney>|CCCC(O)CC,<delaney>|CCCCC(O)CC,-0.8,-1.47,0.6699999999999999,train,delaney
79,79,782,0.8,<delaney>|O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,<delaney>|O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,-2.39,0.0,train,delaney
80,80,292,0.45,<delaney>|CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,<delaney>|CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-8.6,-4.7,-3.8999999999999995,train,delaney
81,81,746,0.5714285714285714,<delaney>|Brc1ccc(Br)cc1,<delaney>|Clc1ccc(Br)cc1,-4.07,-3.63,-0.4400000000000004,train,delaney
82,82,791,0.7313432835820896,<delaney>|OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,<delaney>|OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,-3.604,-3.952,0.34799999999999986,train,delaney
83,83,450,0.6363636363636364,<delaney>|Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl,<delaney>|Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-7.21,-6.47,-0.7400000000000002,train,delaney
84,84,175,0.75,<delaney>|Oc1c(Cl)cc(Cl)c(Cl)c1Cl,<delaney>|Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.1,-3.37,0.27,train,delaney
85,85,688,0.2857142857142857,<delaney>|O=C1CCCN1,<delaney>|O=C1CCC(=O)N1,1.07,0.3,0.77,train,delaney
86,86,510,0.5769230769230769,<delaney>|COC(=O)c1ccccc1C(=O)OC,<delaney>|CCOC(=O)c1ccccc1C(=O)OCC,-1.66,-2.35,0.6900000000000002,train,delaney
87,87,687,0.6086956521739131,<delaney>|CCCC(C)(C)CO,<delaney>|CCC(C)(C)CO,-1.52,-1.04,-0.48,train,delaney
88,88,158,0.5977011494252874,<delaney>|CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,<delaney>|CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.85,-3.45,-0.3999999999999999,train,delaney
89,89,736,0.47368421052631576,<delaney>|c2ccc1scnc1c2,<delaney>|Sc2nc1ccccc1s2,-1.5,-3.18,1.6800000000000002,train,delaney
90,90,683,0.53125,<delaney>|CC(C)c1ccccc1C,<delaney>|Cc1ccccc1C,-3.76,-2.8,-0.96,train,delaney
91,91,770,0.6595744680851063,<delaney>|CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,<delaney>|CN(C)C(=O)Nc1ccc(Cl)cc1,-3.9,-2.89,-1.0099999999999998,train,delaney
92,92,438,0.6111111111111112,<delaney>|CCCC#C,<delaney>|CCCCC#C,-1.64,-2.36,0.72,train,delaney
93,93,598,0.9347826086956522,<delaney>|CCCCCCCCCCCCCCO,<delaney>|CCCCCCCCCCCCCCCO,-5.84,-6.35,0.5099999999999998,train,delaney
94,94,478,0.5666666666666667,<delaney>|C2c1ccccc1N(CCF)C(=O)c3ccccc23,<delaney>|C1c2ccccc2c3ccccc13,-4.799,-5.0,0.20099999999999962,train,delaney
95,95,275,0.49206349206349204,<delaney>|Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,<delaney>|Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-3.953,-4.46,0.5070000000000001,train,delaney
96,96,344,0.4444444444444444,<delaney>|CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,<delaney>|CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-4.873,-3.35,-1.5230000000000001,train,delaney
97,97,438,0.3888888888888889,<delaney>|CCC#C,<delaney>|CCCCC#C,-1.24,-2.36,1.1199999999999999,train,delaney
98,98,218,0.5357142857142857,<delaney>|c1ccccc1SC,<delaney>|Cc1ccccc1,-2.39,-2.21,-0.18000000000000016,train,delaney
99,99,328,0.48,<delaney>|ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,<delaney>|ClC(=C(Cl)Cl)Cl,-4.92,-2.54,-2.38,train,delaney
100,100,798,0.6,<delaney>|Cc1cc(=O)n(c2ccccc2)n1C,<delaney>|Cc2c(N)c(=O)n(c1ccccc1)n2C,0.715,-0.624,1.339,train,delaney
101,101,836,0.6842105263157895,<delaney>|Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,<delaney>|Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82,-7.39,-0.4300000000000006,train,delaney
102,102,838,0.6363636363636364,<delaney>|Clc1cccc(c1)N(=O)=O,<delaney>|Cc1cccc(c1)N(=O)=O,-2.77,-2.44,-0.33000000000000007,train,delaney
103,103,125,0.5428571428571428,<delaney>|c1ccccc1(OC(=O)NC),<delaney>|COc1ccccc1,-1.803,-1.85,0.04700000000000015,train,delaney
104,104,490,0.5238095238095238,<delaney>|Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,<delaney>|Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,-8.94,1.0199999999999996,train,delaney
105,105,854,0.5294117647058824,<delaney>|CC(C)C(C)O,<delaney>|CC(C)C(C)C,-0.18,-3.65,3.4699999999999998,train,delaney
106,106,640,0.75,<delaney>|CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,<delaney>|CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.754,-3.796,0.041999999999999815,train,delaney
107,107,192,0.9113924050632911,<delaney>|O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,<delaney>|O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678,-5.071000000000001,0.3930000000000007,train,delaney
108,108,217,0.5161290322580645,<delaney>|COc1cccc(Cl)c1,<delaney>|Clc1cccc(I)c1,-2.78,-3.55,0.77,train,delaney
109,109,875,0.5833333333333334,<delaney>|CC(C)(C)c1ccccc1,<delaney>|CC(C)(C)Cc1ccccc1,-3.66,-4.15,0.4900000000000002,train,delaney
110,110,466,0.417910447761194,<delaney>|CC1CCCCC1NC(=O)Nc2ccccc2,<delaney>|CC1=C(CCCO1)C(=O)Nc2ccccc2,-4.11,-2.56,-1.5500000000000003,train,delaney
111,111,499,0.6491228070175439,<delaney>|Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,<delaney>|Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-7.32,-8.71,1.3900000000000006,train,delaney
112,112,641,0.4,<delaney>|CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,<delaney>|CCCCc1c(C)nc(nc1O)N(C)C,-1.95,-2.24,0.29000000000000026,train,delaney
113,113,545,0.8636363636363636,<delaney>|CCCCCCC=C,<delaney>|CCCCCC=C,-4.44,-3.73,-0.7100000000000004,train,delaney
114,114,703,0.8125,<delaney>|CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,<delaney>|O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.016,-2.356,0.33999999999999986,train,delaney
115,115,176,0.6551724137931034,<delaney>|CCCCCOC(=O)CC,<delaney>|CCCOC(=O)CC,-1.28,-0.82,-0.4600000000000001,train,delaney
116,116,268,0.38461538461538464,<delaney>|C=CC=O,<delaney>|C=CC=C,0.57,-1.87,2.44,train,delaney
117,117,800,0.5833333333333334,<delaney>|CC(C)CC(C)(C)O,<delaney>|CC(C)CC(C)(C)C,-0.92,-4.74,3.8200000000000003,train,delaney
118,118,535,0.5714285714285714,<delaney>|CCC(=O)CC,<delaney>|CCCC(=O)CC,-0.28,-0.83,0.5499999999999999,train,delaney
119,119,832,0.43478260869565216,<delaney>|CCCOC(C)C,<delaney>|CCCC(C)C,-1.34,-3.74,2.4000000000000004,train,delaney
120,120,542,0.6774193548387096,<delaney>|CCCCCC1CCCC1,<delaney>|CCCC1CCCC1,-6.08,-4.74,-1.3399999999999999,train,delaney
121,121,217,0.5714285714285714,<delaney>|Clc1cccc(Cl)c1,<delaney>|Clc1cccc(I)c1,-3.04,-3.55,0.5099999999999998,train,delaney
122,122,729,0.675,<delaney>|CCc1cccc2ccccc12,<delaney>|Cc1cccc2ccccc12,-4.17,-3.7,-0.46999999999999975,train,delaney
123,123,794,0.4666666666666667,<delaney>|CC(Cl)CCl,<delaney>|ClCC(C)C,-1.6,-2.0,0.3999999999999999,train,delaney
124,124,404,0.6388888888888888,<delaney>|O=C1NC(=O)NC(=O)C1(C)C,<delaney>|O=C1NC(=O)NC(=O)C1(C)CC,-1.742,-1.228,-0.514,train,delaney
125,125,546,0.6333333333333333,<delaney>|COc1ccccc1,<delaney>|CCOc1ccccc1,-1.85,-2.33,0.48,train,delaney
126,126,716,0.2857142857142857,<delaney>|CO,<delaney>|CCO,1.57,1.1,0.47,train,delaney
127,127,887,0.6764705882352942,<delaney>|c1cccc2c3c(C)cc4ccccc4c3ccc12,<delaney>|Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-6.59,-7.01,0.41999999999999993,train,delaney
128,128,285,0.5,<delaney>|ClC(Cl)C(Cl)Cl,<delaney>|ClC(Cl)Cl,-1.74,-1.17,-0.5700000000000001,train,delaney
129,129,276,0.41935483870967744,<delaney>|Cc1ccnc(C)c1,<delaney>|Cc1cccc(C)c1,0.38,-2.82,3.1999999999999997,train,delaney
130,130,263,0.3888888888888889,<delaney>|CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,<delaney>|CNC(=O)Oc1ccccc1OC(C)C,-4.194,-2.05,-2.144,train,delaney
131,131,554,0.4158415841584158,<delaney>|OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,<delaney>|OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,-0.85,-0.77,-0.07999999999999996,train,delaney
132,132,827,0.8,<delaney>|CCN2c1ccccc1N(C)C(=O)c3cccnc23,<delaney>|CCN2c1ccccc1N(C)C(=S)c3cccnc23,-3.324,-4.706,1.3820000000000006,train,delaney
133,133,324,0.7111111111111111,<delaney>|COc1ccc(NC(=O)N(C)C)cc1Cl,<delaney>|CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-2.564,-3.483,0.919,train,delaney
134,134,839,0.7692307692307693,<delaney>|CCOC(=O)c1ccc(N)cc1,<delaney>|CCCOC(=O)c1ccc(N)cc1,-2.616,-2.452,-0.16400000000000015,train,delaney
135,135,581,0.5555555555555556,<delaney>|CCC(CC)CO,<delaney>|CCCCC(CC)CO,-1.17,-2.11,0.94,train,delaney
136,136,893,0.3103448275862069,<delaney>|O=C1CCCCC1,<delaney>|C1CCOCC1,-0.6,-0.03,-0.57,train,delaney
137,137,539,0.4807692307692308,<delaney>|ON=Cc1ccc(o1)N(=O)=O,<delaney>|O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,-2.19,-3.38,1.19,train,delaney
138,138,786,0.5740740740740741,<delaney>|Cn1cnc2n(C)c(=O)n(C)c(=O)c12,<delaney>|Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.8759999999999999,-0.17,-0.7059999999999998,train,delaney
139,139,854,0.6,<delaney>|CC(C)C(O)C(C)C,<delaney>|CC(C)C(C)C,-1.22,-3.65,2.4299999999999997,train,delaney
140,140,811,0.7058823529411765,<delaney>|CCCCCl,<delaney>|CCCCCCl,-2.03,-2.73,0.7000000000000002,train,delaney
141,141,696,0.7631578947368421,<delaney>|CCCCCCCCCCCCCCCCCCCCCCCCCC,<delaney>|CCCCCCCCCCCCCCCCCCCC,-8.334,-8.172,-0.16199999999999903,train,delaney
142,142,392,0.47368421052631576,<delaney>|CNC(=O)Oc1ccccc1C2OCCO2,<delaney>|CNC(=O)Oc1ccccc1C(C)C,-1.57,-2.863,1.293,train,delaney
143,143,238,0.42857142857142855,<delaney>|c1c(NC(=O)OC(C)C(=O)NCC)cccc1,<delaney>|CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-1.83,-4.632,2.8019999999999996,train,delaney
144,144,827,0.6875,<delaney>|CCN2c1ncccc1N(C)C(=S)c3cccnc23,<delaney>|CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.634,-4.706,0.07200000000000006,train,delaney
