,ID1,ID2,Similarity,comp1,comp2,comprop1,comprop2,prop,SET,data
27,27,275,0.88,<freesolv>|CCCCCCCBr,<freesolv>|CCCCCCCCBr,0.34,0.52,-0.18,train,freesolv
28,28,64,0.45454545454545453,<freesolv>|CC/C=C\C,<freesolv>|CCCC/C=C/C,1.31,1.68,-0.3699999999999999,train,freesolv
29,29,494,0.46551724137931033,<freesolv>|CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,<freesolv>|CCOP(=S)(OCC)SCSCC,-6.5,-4.37,-2.13,train,freesolv
30,30,90,0.6363636363636364,<freesolv>|c1ccc(c(c1)[N+](=O)[O-])O,<freesolv>|Cc1ccccc1[N+](=O)[O-],-4.58,-3.58,-1.0,train,freesolv
31,31,327,0.44776119402985076,<freesolv>|C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,<freesolv>|C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,-10.21,-8.42,-1.790000000000001,train,freesolv
32,32,369,0.675,<freesolv>|Cc1ccc(cc1)C(=O)N(C)C,<freesolv>|CN(C)C(=O)c1ccc(cc1)OC,-9.76,-11.01,1.25,train,freesolv
33,33,447,0.3103448275862069,<freesolv>|c1ccncc1,<freesolv>|c1ccc(cc1)Br,-4.69,-1.46,-3.2300000000000004,train,freesolv
34,34,271,0.7,<freesolv>|c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,<freesolv>|c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.81,-4.15,0.3400000000000003,train,freesolv
35,35,448,0.8928571428571429,<freesolv>|CCCCCCCCCC,<freesolv>|CCCCCCCCC,3.16,3.13,0.03000000000000025,train,freesolv
36,36,316,0.6666666666666666,<freesolv>|c1ccc(cc1)C(=O)N,<freesolv>|CC(=O)c1ccccc1,-11.0,-4.58,-6.42,train,freesolv
37,37,283,0.5,<freesolv>|CC(C)SC(C)C,<freesolv>|CC(C)C(C)C,-1.21,2.34,-3.55,train,freesolv
38,38,46,0.6857142857142857,<freesolv>|CCOC(=O)c1ccccc1,<freesolv>|COC(=O)c1ccccc1,-3.64,-3.92,0.2799999999999998,train,freesolv
39,39,247,0.47058823529411764,<freesolv>|C(F)(F)(F)Br,<freesolv>|[C@@H](C(F)(F)F)(Cl)Br,1.79,-0.11,1.9000000000000001,train,freesolv
40,40,399,0.3076923076923077,<freesolv>|CN(C)C=O,<freesolv>|CC=O,-7.81,-3.5,-4.31,train,freesolv
41,41,359,0.6764705882352942,<freesolv>|CCCCCCCC(=O)OC,<freesolv>|CCCCCCCC(=O)C,-2.04,-2.49,0.4500000000000002,train,freesolv
42,42,488,0.36,<freesolv>|COC(=O)C(F)(F)F,<freesolv>|C[C@H](C(F)(F)F)O,-1.1,-4.2,3.1,train,freesolv
43,43,358,0.6842105263157895,<freesolv>|Cc1cccc2c1cccc2,<freesolv>|c1ccc2c(c1)cccc2O,-2.44,-7.67,5.23,train,freesolv
44,44,329,0.5384615384615384,<freesolv>|c1ccc(cc1)Oc2ccccc2,<freesolv>|C=C(c1ccccc1)c2ccccc2,-2.87,-2.78,-0.0900000000000003,train,freesolv
45,45,389,0.4107142857142857,<freesolv>|CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,<freesolv>|CCOC(=O)CC(=O)OCC,-8.15,-6.0,-2.1500000000000004,train,freesolv
46,46,316,0.65625,<freesolv>|COC(=O)c1ccccc1,<freesolv>|CC(=O)c1ccccc1,-3.92,-4.58,0.6600000000000001,train,freesolv
47,47,419,0.75,<freesolv>|CCCCC=C,<freesolv>|CCCCCC=C,1.58,1.66,-0.07999999999999985,train,freesolv
48,48,272,0.5,<freesolv>|CCCC(=O)C,<freesolv>|CCCCCCC(=O)C,-3.52,-2.88,-0.6400000000000001,train,freesolv
49,49,220,0.4594594594594595,<freesolv>|C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],<freesolv>|C(CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,-5.73,0.7800000000000002,train,freesolv
50,50,317,0.5483870967741935,<freesolv>|CCCCC(=O)CCCC,<freesolv>|CCCC(=O)CCC,-2.64,-2.92,0.2799999999999998,train,freesolv
51,51,255,0.5333333333333333,<freesolv>|COS(=O)(=O)C,<freesolv>|CS(=O)(=O)C,-4.87,-10.08,5.21,train,freesolv
52,52,311,0.6,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)Cl,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)F,-17.74,-16.92,-0.8199999999999967,train,freesolv
53,53,504,0.5714285714285714,<freesolv>|c1ccc(c(c1)Cl)Cl,<freesolv>|Cc1ccccc1Cl,-1.36,-1.14,-0.2200000000000002,train,freesolv
54,54,75,0.6666666666666666,<freesolv>|c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO,<freesolv>|c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,-14.21,-9.44,-4.770000000000001,train,freesolv
55,55,186,0.5853658536585366,<freesolv>|c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,<freesolv>|c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O,-2.33,-5.22,2.8899999999999997,train,freesolv
56,56,283,0.5,<freesolv>|CC(C)NC(C)C,<freesolv>|CC(C)C(C)C,-3.22,2.34,-5.5600000000000005,train,freesolv
57,57,302,0.5789473684210527,<freesolv>|CCCC(C)(C)C,<freesolv>|CCC(C)(C)C,2.88,2.51,0.3700000000000001,train,freesolv
58,58,304,0.7027027027027027,<freesolv>|COc1ccc(cc1)C(=O)OC,<freesolv>|CC(=O)c1ccc(cc1)OC,-5.33,-4.4,-0.9299999999999997,train,freesolv
59,59,429,0.6428571428571429,<freesolv>|C=Cc1ccccc1,<freesolv>|c1ccc(cc1)C=O,-1.24,-4.02,2.7799999999999994,train,freesolv
60,60,468,0.5714285714285714,<freesolv>|c1cc(ccc1O)Br,<freesolv>|Cc1ccc(cc1)O,-5.85,-6.13,0.28000000000000025,train,freesolv
61,61,85,0.6956521739130435,<freesolv>|CCCOC(=O)C,<freesolv>|CCCCOC(=O)C,-2.79,-2.64,-0.1499999999999999,train,freesolv
62,62,416,0.5714285714285714,<freesolv>|C(CCl)Cl,<freesolv>|C(CCl)CCl,-1.79,-1.89,0.09999999999999987,train,freesolv
63,63,470,0.5588235294117647,<freesolv>|COc1ccccc1OC,<freesolv>|COc1ccccc1N,-5.33,-6.12,0.79,train,freesolv
64,64,194,0.4583333333333333,<freesolv>|CCCC/C=C/C,<freesolv>|CCCCC=O,1.68,-3.03,4.71,train,freesolv
65,65,504,0.5161290322580645,<freesolv>|Cc1ccccc1C=O,<freesolv>|Cc1ccccc1Cl,-3.93,-1.14,-2.79,train,freesolv
66,66,348,0.5263157894736842,<freesolv>|CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],<freesolv>|CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-5.66,-3.51,-2.1500000000000004,train,freesolv
67,67,233,0.375,<freesolv>|COC=O,<freesolv>|CCOC=O,-2.78,-2.56,-0.21999999999999975,train,freesolv
68,68,335,0.5483870967741935,<freesolv>|c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,<freesolv>|c1ccc2c(c1)Oc3cc(c(cc3O2)Cl)Cl,-3.37,-3.56,0.18999999999999995,train,freesolv
69,69,127,0.375,<freesolv>|CC[C@H](C)O[N+](=O)[O-],<freesolv>|CC(C)[N+](=O)[O-],-1.82,-3.13,1.3099999999999998,train,freesolv
70,70,474,0.65625,<freesolv>|CC[C@H](C)c1ccccc1,<freesolv>|CC(C)c1ccccc1,-0.45,-0.3,-0.15000000000000002,train,freesolv
71,71,382,0.6896551724137931,<freesolv>|CCc1ccccc1,<freesolv>|CCCc1ccccc1,-0.79,-0.53,-0.26,train,freesolv
72,72,313,0.6129032258064516,<freesolv>|CCc1ccccc1C,<freesolv>|CCc1ccccc1O,-0.85,-5.66,4.8100000000000005,train,freesolv
73,73,466,0.5625,<freesolv>|c1cc(c(c(c1Cl)Cl)Cl)Cl,<freesolv>|c1cc(c(c(c1)Cl)Cl)Cl,-1.34,-1.24,-0.10000000000000009,train,freesolv
74,74,401,0.6666666666666666,<freesolv>|CCCOC(=O)CC,<freesolv>|CCCC(=O)OCCC,-2.44,-2.28,-0.16000000000000014,train,freesolv
75,75,493,0.6610169491525424,<freesolv>|c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,<freesolv>|c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,-9.44,-11.85,2.41,train,freesolv
76,76,271,0.6825396825396826,<freesolv>|c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,<freesolv>|c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.71,-4.15,0.4400000000000004,train,freesolv
77,77,482,0.5357142857142857,<freesolv>|c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl,<freesolv>|c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-3.48,-2.16,-1.3199999999999998,train,freesolv
78,78,376,0.6470588235294118,<freesolv>|CCNc1nc(nc(n1)SC)NC(C)C,<freesolv>|CCNc1nc(nc(n1)SC)NC(C)(C)C,-7.65,-6.68,-0.9700000000000006,train,freesolv
79,79,461,0.7142857142857143,<freesolv>|CCCCO[N+](=O)[O-],<freesolv>|CCCCCCO[N+](=O)[O-],-2.09,-1.66,-0.42999999999999994,train,freesolv
80,80,106,0.62,<freesolv>|c1ccc-2c(c1)Cc3c2cccc3,<freesolv>|c1ccc2c(c1)Cc3ccccc3C2,-3.35,-3.78,0.4299999999999997,train,freesolv
81,81,359,0.9,<freesolv>|CCCCCCCCC(=O)C,<freesolv>|CCCCCCCC(=O)C,-2.34,-2.49,0.15000000000000036,train,freesolv
82,82,206,0.40476190476190477,<freesolv>|CC(=C)[C@H]1CCC(=CC1)C=O,<freesolv>|CC1=CC[C@H](C[C@@H]1O)C(=C)C,-4.09,-4.44,0.35000000000000053,train,freesolv
83,83,374,0.625,<freesolv>|CCC(=O)OCC,<freesolv>|CCCC(=O)OCC,-2.68,-2.49,-0.18999999999999995,train,freesolv
84,84,193,0.56,<freesolv>|CC(C)CCOC=O,<freesolv>|CC(C)COC=O,-2.13,-2.22,0.0900000000000003,train,freesolv
85,85,112,0.8,<freesolv>|CCCCOC(=O)C,<freesolv>|CCCCCOC(=O)C,-2.64,-2.51,-0.13000000000000034,train,freesolv
86,86,404,0.6111111111111112,<freesolv>|CCCC#N,<freesolv>|CCCCC#N,-3.64,-3.52,-0.1200000000000001,train,freesolv
87,87,460,0.3333333333333333,<freesolv>|CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],<freesolv>|CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],-6.23,-7.98,1.75,train,freesolv
88,88,255,0.5384615384615384,<freesolv>|CS(=O)(=O)Cl,<freesolv>|CS(=O)(=O)C,-4.87,-10.08,5.21,train,freesolv
89,89,213,0.75,<freesolv>|CCCCC#C,<freesolv>|CCCCCC#C,0.29,0.6,-0.31,train,freesolv
90,90,260,0.4857142857142857,<freesolv>|Cc1ccccc1[N+](=O)[O-],<freesolv>|c1ccc(cc1)[N+](=O)[O-],-3.58,-4.12,0.54,train,freesolv
91,91,369,0.19696969696969696,<freesolv>|Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,<freesolv>|CN(C)C(=O)c1ccc(cc1)OC,-9.41,-11.01,1.5999999999999996,train,freesolv
92,92,352,0.3103448275862069,<freesolv>|COP(=O)(OC)OC,<freesolv>|COC(OC)OC,-8.7,-4.42,-4.279999999999999,train,freesolv
93,93,329,0.4117647058823529,<freesolv>|CN(C)CCOC(c1ccccc1)c2ccccc2,<freesolv>|C=C(c1ccccc1)c2ccccc2,-9.34,-2.78,-6.5600000000000005,train,freesolv
94,94,332,0.38461538461538464,<freesolv>|C(CBr)Br,<freesolv>|C(CBr)Cl,-2.33,-1.95,-0.3800000000000001,train,freesolv
95,95,470,0.6129032258064516,<freesolv>|COc1ccccc1O,<freesolv>|COc1ccccc1N,-5.94,-6.12,0.17999999999999972,train,freesolv
96,96,414,0.5833333333333334,<freesolv>|CCCOCCC,<freesolv>|CCCOCCO,-1.16,-6.4,5.24,train,freesolv
97,97,106,0.410958904109589,<freesolv>|CN(C)CCC=C1c2ccccc2CCc3c1cccc3,<freesolv>|c1ccc2c(c1)Cc3ccccc3C2,-7.43,-3.78,-3.65,train,freesolv
98,98,248,0.56,<freesolv>|CCCCC(C)C,<freesolv>|CCCC[C@@H](C)CC,2.93,2.97,-0.040000000000000036,train,freesolv
99,99,508,0.5806451612903226,<freesolv>|COC(CCl)(OC)OC,<freesolv>|COC(CC#N)(OC)OC,-4.59,-6.4,1.8100000000000005,train,freesolv
100,100,351,0.5,<freesolv>|CC(C)C(=O)C,<freesolv>|CC(C)OC(=O)C,-3.24,-2.64,-0.6000000000000001,train,freesolv
101,101,257,0.5,<freesolv>|CCOC(OCC)Oc1ccccc1,<freesolv>|CCOc1ccccc1,-5.23,-2.22,-3.0100000000000002,train,freesolv
102,102,327,0.39436619718309857,<freesolv>|c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O,<freesolv>|C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,-9.4,-8.42,-0.9800000000000004,train,freesolv
103,103,154,0.5,<freesolv>|CCC,<freesolv>|CCCC,2.0,2.1,-0.10000000000000009,train,freesolv
104,104,308,0.5789473684210527,<freesolv>|C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,<freesolv>|C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-2.55,-3.44,0.8900000000000001,train,freesolv
105,105,396,0.3793103448275862,<freesolv>|CN1CCOCC1,<freesolv>|CN1CCCCC1,-6.32,-3.88,-2.4400000000000004,train,freesolv
106,106,256,0.44,<freesolv>|c1ccc2c(c1)Cc3ccccc3C2,<freesolv>|c1ccc2ccccc2c1,-3.78,-2.4,-1.38,train,freesolv
107,107,340,0.36363636363636365,<freesolv>|CC#C,<freesolv>|CCC#C,-0.48,-0.16,-0.31999999999999995,train,freesolv
108,108,202,0.8928571428571429,<freesolv>|CCCCCCCCO,<freesolv>|CCCCCCCCCO,-4.09,-3.88,-0.20999999999999996,train,freesolv
109,109,191,0.38095238095238093,<freesolv>|CC1=CC(=O)[C@@H](CC1)C(C)C,<freesolv>|C[C@@H]1CC[C@H](C(=O)C1)C(C)C,-4.51,-2.53,-1.98,train,freesolv
110,110,124,0.5333333333333333,<freesolv>|CC(C)(C)OC,<freesolv>|CC(C)(C)C,-2.21,2.51,-4.72,train,freesolv
111,111,220,0.7741935483870968,<freesolv>|C(CO[N+](=O)[O-])CO[N+](=O)[O-],<freesolv>|C(CO[N+](=O)[O-])O[N+](=O)[O-],-4.8,-5.73,0.9300000000000006,train,freesolv
112,112,139,0.8888888888888888,<freesolv>|CCCCCOC(=O)C,<freesolv>|CCCCCCOC(=O)C,-2.51,-2.26,-0.25,train,freesolv
113,113,114,0.46153846153846156,<freesolv>|CC(=O)O,<freesolv>|CCC(=O)O,-6.69,-6.46,-0.23000000000000043,train,freesolv
114,114,258,0.4666666666666667,<freesolv>|CCC(=O)O,<freesolv>|CCC(=O)N,-6.46,-9.4,2.9400000000000004,train,freesolv
115,115,125,0.6428571428571429,<freesolv>|CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],<freesolv>|COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-6.74,-7.19,0.4500000000000002,train,freesolv
116,116,225,0.39285714285714285,<freesolv>|CC1CCC(CC1)C,<freesolv>|CC1CCCC1,2.11,1.59,0.5199999999999998,train,freesolv
117,117,190,0.65625,<freesolv>|CC(=O)C1CCCCC1,<freesolv>|COC(=O)C1CCCCC1,-3.9,-3.3,-0.6000000000000001,train,freesolv
118,118,413,0.5217391304347826,<freesolv>|CCOCC,<freesolv>|CCOCCOCC,-1.59,-3.54,1.95,train,freesolv
119,119,213,0.8636363636363636,<freesolv>|CCCCCCC#C,<freesolv>|CCCCCC#C,0.71,0.6,0.10999999999999999,train,freesolv
120,120,190,0.5862068965517241,<freesolv>|COC(=O)C1CC1,<freesolv>|COC(=O)C1CCCCC1,-4.1,-3.3,-0.7999999999999998,train,freesolv
121,121,256,0.5652173913043478,<freesolv>|c1ccc2c(c1)ccc3c2cccc3,<freesolv>|c1ccc2ccccc2c1,-3.88,-2.4,-1.48,train,freesolv
122,122,478,0.8695652173913043,<freesolv>|C1CCC(CC1)O,<freesolv>|C1CCCC(CC1)O,-5.46,-5.48,0.020000000000000462,train,freesolv
123,123,134,0.5263157894736842,<freesolv>|CCOC(=O)c1ccc(cc1)O,<freesolv>|CCc1ccc(cc1)O,-9.2,-6.13,-3.0699999999999994,train,freesolv
124,124,361,0.5384615384615384,<freesolv>|CC(C)(C)C,<freesolv>|CC(C)(C)Cl,2.51,1.09,1.4199999999999997,train,freesolv
125,125,422,0.42857142857142855,<freesolv>|COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],<freesolv>|c1cc(ccc1[N+](=O)[O-])O,-7.19,-10.64,3.45,train,freesolv
126,126,157,0.28888888888888886,<freesolv>|COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,<freesolv>|CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,-10.03,-5.74,-4.289999999999999,train,freesolv
127,127,215,0.4,<freesolv>|CC(C)[N+](=O)[O-],<freesolv>|C[N+](=O)[O-],-3.13,-4.02,0.8899999999999997,train,freesolv
128,128,237,0.7058823529411765,<freesolv>|CCCCCl,<freesolv>|CCCCCCl,-0.16,-0.1,-0.06,train,freesolv
129,129,270,1.0,<freesolv>|CC(=CCC/C(=C\CO)/C)C,<freesolv>|CC(=CCC/C(=C/CO)/C)C,-4.78,-4.45,-0.33000000000000007,train,freesolv
130,130,451,0.5714285714285714,<freesolv>|CCCO,<freesolv>|CCCCO,-4.85,-4.72,-0.1299999999999999,train,freesolv
131,131,509,0.5,<freesolv>|CSC,<freesolv>|CSSC,-1.61,-1.83,0.21999999999999997,train,freesolv
132,132,259,0.36538461538461536,<freesolv>|Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,<freesolv>|CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,-11.14,-9.73,-1.4100000000000001,train,freesolv
133,133,402,0.6,<freesolv>|Cc1cccc(c1N)C,<freesolv>|Cc1cccc(c1C)C,-5.21,-1.21,-4.0,train,freesolv
134,134,262,0.7096774193548387,<freesolv>|CCc1ccc(cc1)O,<freesolv>|CCCc1ccc(cc1)O,-6.13,-5.21,-0.9199999999999999,train,freesolv
135,135,145,0.5357142857142857,<freesolv>|CSc1ccccc1,<freesolv>|Cc1ccccc1,-2.73,-0.9,-1.83,train,freesolv
136,136,358,0.6341463414634146,<freesolv>|CCc1cccc2c1cccc2,<freesolv>|c1ccc2c(c1)cccc2O,-2.4,-7.67,5.27,train,freesolv
137,137,250,0.6129032258064516,<freesolv>|COc1cccc(c1)N,<freesolv>|COc1cccc(c1)O,-7.29,-7.66,0.3700000000000001,train,freesolv
138,138,255,0.35,<freesolv>|COS(=O)(=O)OC,<freesolv>|CS(=O)(=O)C,-5.1,-10.08,4.98,train,freesolv
139,139,427,0.6363636363636364,<freesolv>|CCCCCCOC(=O)C,<freesolv>|CCCCCOC(=O)CC,-2.26,-2.11,-0.1499999999999999,train,freesolv
140,140,437,0.7727272727272727,<freesolv>|CCCCC(=O)O,<freesolv>|CCCCCC(=O)O,-6.16,-6.21,0.04999999999999982,train,freesolv
141,141,220,0.3142857142857143,<freesolv>|CC(=O)CO[N+](=O)[O-],<freesolv>|C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.99,-5.73,-0.2599999999999998,train,freesolv
142,142,358,0.5625,<freesolv>|CNC(=O)Oc1cccc2c1cccc2,<freesolv>|c1ccc2c(c1)cccc2O,-9.45,-7.67,-1.7799999999999994,train,freesolv
143,143,393,0.25806451612903225,<freesolv>|COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,<freesolv>|CC(Cl)(Cl)Cl,-12.74,-0.19,-12.55,train,freesolv
144,144,421,0.4444444444444444,<freesolv>|CC(C)OC=O,<freesolv>|CC(C)C=O,-2.02,-2.86,0.8399999999999999,train,freesolv
145,145,305,0.5517241379310345,<freesolv>|Cc1ccccc1,<freesolv>|CC(=C)c1ccccc1,-0.9,-1.24,0.33999999999999997,train,freesolv
146,146,278,0.5294117647058824,<freesolv>|CC[C@H](C)O,<freesolv>|CCC[C@@H](C)O,-4.62,-4.39,-0.23000000000000043,train,freesolv
147,147,266,0.5813953488372093,<freesolv>|Cc1cc2ccccc2cc1C,<freesolv>|Cc1cc(c2ccccc2c1)C,-2.78,-2.47,-0.3099999999999996,train,freesolv
148,148,447,0.5384615384615384,<freesolv>|c1ccc(cc1)N,<freesolv>|c1ccc(cc1)Br,-5.49,-1.46,-4.03,train,freesolv
149,149,214,0.6129032258064516,<freesolv>|c1cc(ccc1C=O)O,<freesolv>|Cc1ccc(cc1)C=O,-8.83,-4.27,-4.5600000000000005,train,freesolv
150,150,207,0.45,<freesolv>|COCOC,<freesolv>|COCCOC,-2.93,-4.84,1.9099999999999997,train,freesolv
151,151,366,0.5172413793103449,<freesolv>|CCCNCCC,<freesolv>|CCCCNCCCC,-3.65,-3.24,-0.4099999999999997,train,freesolv
152,152,496,0.6,<freesolv>|c1cc(c(cc1O)Cl)Cl,<freesolv>|Cc1cc(ccc1Cl)O,-7.29,-6.79,-0.5,train,freesolv
153,153,394,0.5714285714285714,<freesolv>|c1ccc(c(c1)O)F,<freesolv>|c1ccc(c(c1)O)Cl,-5.29,-4.55,-0.7400000000000002,train,freesolv
154,154,331,0.5714285714285714,<freesolv>|CCCC,<freesolv>|CCCCC,2.1,2.3,-0.19999999999999973,train,freesolv
155,155,381,0.5,<freesolv>|C(Cl)(Cl)Cl,<freesolv>|C(C(Cl)Cl)(Cl)Cl,-1.08,-2.37,1.29,train,freesolv
156,156,448,0.88,<freesolv>|CCCCCCCC,<freesolv>|CCCCCCCCC,2.88,3.13,-0.25,train,freesolv
157,157,179,0.3055555555555556,<freesolv>|CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,<freesolv>|c1ccc2c(c1)C(=O)NC2=O,-5.74,-9.61,3.869999999999999,train,freesolv
