,ID1,ID2,Similarity,comp1,comp2,comprop1,comprop2,prop,SET,data
10,10,48,0.6883116883116883,<lipo>|CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,<lipo>|CC(C)[C@@H](CN1CCCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,2.27,2.87,-0.6000000000000001,train,lipo
11,11,742,0.7272727272727273,<lipo>|CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,<lipo>|CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0.9,1.05,-0.15000000000000002,train,lipo
12,12,1713,0.7868852459016393,<lipo>|CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,<lipo>|CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,2.79,2.04,0.75,train,lipo
13,13,3301,0.8611111111111112,<lipo>|CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(Cl)cc4,<lipo>|CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(OC)cc4,2.32,2.15,0.16999999999999993,train,lipo
14,14,298,0.8255813953488372,<lipo>|Fc1ccc(cc1F)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,<lipo>|Fc1ccc(cc1C#N)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,2.84,2.71,0.1299999999999999,train,lipo
15,15,544,0.35454545454545455,<lipo>|CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3,<lipo>|NC1CCN(CC1)c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl,2.7,1.19,1.5100000000000002,train,lipo
16,16,1781,0.5,<lipo>|c1cnc2cccnc2c1,<lipo>|c1ccc2ncccc2c1,0.89,2.09,-1.1999999999999997,train,lipo
17,17,439,0.26666666666666666,<lipo>|CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,<lipo>|NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,0.27,-0.09,0.36,train,lipo
18,18,626,0.664179104477612,<lipo>|[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccc(cc3)C(=O)N4CCCC4)N5C(=O)CCCC5=O)cc2,<lipo>|CNC(=O)c1ccc(CCC(COc2ccc(cc2)c3cccc(c3)[N+](=O)[O-])N4C(=O)CSC4=O)cc1,2.31,3.5,-1.19,train,lipo
19,19,2987,0.6847826086956522,<lipo>|[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCOCC4,<lipo>|OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13,3.3,3.0,0.2999999999999998,train,lipo
20,20,57,0.5,<lipo>|[O-][N+](=O)c1oc(C=NN2CCOC2=O)cc1,<lipo>|ON=Cc1oc(cc1)[N+](=O)[O-],-0.12,1.31,-1.4300000000000002,train,lipo
21,21,2002,0.525,<lipo>|CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2,<lipo>|N(c1ccccc1)c2ccnc3ccccc23,1.3,2.78,-1.4799999999999998,train,lipo
22,22,2140,0.47368421052631576,<lipo>|Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2,<lipo>|Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,2.6,3.06,-0.45999999999999996,train,lipo
23,23,1312,0.41414141414141414,<lipo>|Nc1c(c(CN2CCOCC2)nn1c3ccc(F)cc3)c4ccccc4,<lipo>|Nc1ccccc1NC(=O)c2ccc(cc2)N3CCOCC3,2.33,1.2,1.1300000000000001,train,lipo
24,24,2085,0.7777777777777778,<lipo>|Cc1ccc2c(c1)c(Sc3cccc(Cl)c3)c(C)n2CC(=O)O,<lipo>|Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,1.85,2.18,-0.33000000000000007,train,lipo
25,25,74,0.4430379746835443,<lipo>|Cc1ccc(CN2C(=O)CCSc3ccc(Cl)cc23)cc1,<lipo>|Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,3.7,3.1,0.6000000000000001,train,lipo
26,26,2714,0.8979591836734694,<lipo>|Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,<lipo>|Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.39,0.53,0.8599999999999999,train,lipo
27,27,974,0.7959183673469388,<lipo>|COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,<lipo>|COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,2.07,-0.87,2.94,train,lipo
28,28,2891,0.8636363636363636,<lipo>|CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,<lipo>|CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,0.77,2.92,-2.15,train,lipo
29,29,1583,0.6883116883116883,<lipo>|C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13,<lipo>|C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3NC(=O)Sc13,1.73,1.73,0.0,train,lipo
30,30,1385,0.4383561643835616,<lipo>|COc1ccc(cc1)c2nc3CCCn3c2Br,<lipo>|CCOc1ccc(cc1)c2cnc3CCCCCn23,3.3,3.01,0.29000000000000004,train,lipo
31,31,1035,0.7662337662337663,<lipo>|CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,<lipo>|CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4,1.85,1.44,0.41000000000000014,train,lipo
32,32,1806,0.711340206185567,<lipo>|CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,<lipo>|CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,2.6,2.2,0.3999999999999999,train,lipo
33,33,2062,0.40476190476190477,<lipo>|C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,<lipo>|C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,2.98,3.4,-0.41999999999999993,train,lipo
34,34,883,0.8736842105263158,<lipo>|COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,<lipo>|COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,3.12,3.49,-0.3700000000000001,train,lipo
35,35,923,0.9014084507042254,<lipo>|CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,<lipo>|CN(C)CCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1.16,0.64,0.5199999999999999,train,lipo
36,36,1451,0.7375,<lipo>|C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,<lipo>|C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,1.73,2.51,-0.7799999999999998,train,lipo
37,37,2123,0.7674418604651163,<lipo>|COc1ccc(cc1)c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2,<lipo>|COc1ccc(cc1)c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2,1.36,1.55,-0.18999999999999995,train,lipo
38,38,2949,0.7543859649122807,<lipo>|Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)C5=NOC(=O)N5)cc1Cl,<lipo>|Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)c5nn[nH]n5)cc1Cl,2.24,1.53,0.7100000000000002,train,lipo
39,39,766,0.7924528301886793,<lipo>|OC(=O)COc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<lipo>|OC(=O)COc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.0,1.99,0.010000000000000009,train,lipo
40,40,2806,0.27450980392156865,<lipo>|COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2c1,<lipo>|COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1.64,3.5,-1.86,train,lipo
41,41,384,0.5238095238095238,<lipo>|CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4,<lipo>|CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,1.49,-0.66,2.15,train,lipo
42,42,3084,0.7523809523809524,<lipo>|CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4,<lipo>|Clc1ccc(cc1)c2oc(cc2)C(=O)N(Cc3ccccn3)c4ccc(cc4)N5CCNCC5,3.3,3.0,0.2999999999999998,train,lipo
43,43,1165,0.5121951219512195,<lipo>|Clc1ccc(CN(Cc2ccc(Cl)cc2)c3nn[nH]n3)cc1,<lipo>|C(N(Cc1ccccc1)c2nn[nH]n2)c3ccccc3,2.74,1.37,1.37,train,lipo
44,44,1070,1.0,<lipo>|CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,<lipo>|CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.22,0.22,0.0,train,lipo
45,45,3187,0.7692307692307693,<lipo>|O=C(NCc1ccccc1)c2cccnc2Oc3ccccc3,<lipo>|Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3,3.0,3.68,-0.6800000000000002,train,lipo
46,46,2783,0.8347826086956521,<lipo>|CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(F)cc4,<lipo>|CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,3.9,2.86,1.04,train,lipo
47,47,432,0.42857142857142855,<lipo>|CCOC(=O)C1(CCCN(CC2CC2)C1)c3cccc(O)c3,<lipo>|CCC1(CCCCN(C)C1)c2cccc(O)c2,1.89,0.8,1.0899999999999999,train,lipo
48,48,1838,0.5909090909090909,<lipo>|CC(C)[C@@H](CN1CCCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,<lipo>|CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,2.87,3.42,-0.5499999999999998,train,lipo
49,49,3261,0.7727272727272727,<lipo>|CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1,<lipo>|CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1,3.0,2.83,0.16999999999999993,train,lipo
50,50,695,0.78,<lipo>|O=C1C=C(C=CN1c2ccc3c(cnn3CCN4CCCC4)c2)c5ccccc5,<lipo>|O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3,1.6,2.0,-0.3999999999999999,train,lipo
51,51,1991,0.8241758241758241,<lipo>|COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,<lipo>|COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,0.01,-0.54,0.55,train,lipo
52,52,1716,0.8275862068965517,<lipo>|CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,<lipo>|CCc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,3.0,3.5,-0.5,train,lipo
53,53,2652,0.8608695652173913,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cc[n+]([O-])cc3)C(=O)C(F)(F)F,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F,1.13,1.48,-0.3500000000000001,train,lipo
54,54,1336,1.0,<lipo>|O[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,<lipo>|O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,0.45,0.46,-0.010000000000000009,train,lipo
55,55,2530,0.8170731707317073,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2,2.8,2.74,0.05999999999999961,train,lipo
56,56,232,1.0,<lipo>|COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,<lipo>|COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,2.26,2.21,0.04999999999999982,train,lipo
57,57,2667,0.28378378378378377,<lipo>|ON=Cc1oc(cc1)[N+](=O)[O-],<lipo>|OC1=NC(=O)CN1N=Cc2oc(cc2)c3ccc(cc3)[N+](=O)[O-],1.31,1.35,-0.040000000000000036,train,lipo
58,58,1301,0.9238095238095239,<lipo>|COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,<lipo>|COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0.91,0.82,0.09000000000000008,train,lipo
59,59,1839,0.6326530612244898,<lipo>|COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,<lipo>|COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,4.25,3.52,0.73,train,lipo
60,60,2390,0.4864864864864865,<lipo>|CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C,<lipo>|CCCc1c(O)c(ccc1OCc2ccc(C(=O)O)c(Br)c2)C(=O)C,3.0,2.3,0.7000000000000002,train,lipo
61,61,571,0.7777777777777778,<lipo>|Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,<lipo>|Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,2.0,2.15,-0.1499999999999999,train,lipo
62,62,2703,0.8085106382978723,<lipo>|CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,<lipo>|CC1=CN(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C(=O)NC1=O,3.68,3.04,0.6400000000000001,train,lipo
63,63,669,0.8854166666666666,<lipo>|CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,<lipo>|CC[C@H](NC(=O)c1c([S+]([O-])CC)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.17,3.45,-0.28000000000000025,train,lipo
64,64,1858,0.8163265306122449,<lipo>|O[C@@H](CNCCOCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,<lipo>|O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0.83,0.98,-0.15000000000000002,train,lipo
65,65,1044,0.4117647058823529,<lipo>|Cn1c(nc2ccccc12)c3ccc(O)nc3,<lipo>|Oc1ccc(cc1)c2nc3ccccc3s2,1.2,4.1,-2.8999999999999995,train,lipo
66,66,2954,0.8735632183908046,<lipo>|CC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,<lipo>|CCC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.46,0.66,-0.2,train,lipo
67,67,1410,0.7476635514018691,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1nn(Cc3cccc4ccccc34)c2c5cncn5C,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1nn(Cc3cccc4ccccc34)c2c5ccncc5,4.1,4.3,-0.20000000000000018,train,lipo
68,68,1174,0.7281553398058253,<lipo>|OC(=O)c1cccnc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<lipo>|OC(=O)c1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.71,2.31,-0.6000000000000001,train,lipo
69,69,3195,0.5161290322580645,<lipo>|CC1=CC(=O)Oc2cc3NCCCc3cc12,<lipo>|CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,2.7,2.9,-0.19999999999999973,train,lipo
70,70,2013,0.7972972972972973,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C#N)n2,3.62,3.62,0.0,train,lipo
71,71,1384,0.8775510204081632,<lipo>|CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(F)c4)c3)C(=O)NC1=O,<lipo>|CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.6,2.3,-0.6999999999999997,train,lipo
72,72,2645,0.7888888888888889,<lipo>|Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,<lipo>|Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5,1.83,1.58,0.25,train,lipo
73,73,1700,0.45454545454545453,<lipo>|CCOC(=O)c1ccc(N)cc1,<lipo>|CCN(CC)CCNC(=O)c1ccc(N)cc1,1.83,-0.92,2.75,train,lipo
74,74,289,0.4666666666666667,<lipo>|Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,<lipo>|Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12,3.1,3.18,-0.08000000000000007,train,lipo
75,75,3018,0.25675675675675674,<lipo>|Clc1ccc2nsnc2c1NC3=NCCN3,<lipo>|Clc1ccc(cc1Cl)C2=CSC3=NCCN23,0.71,1.54,-0.8300000000000001,train,lipo
76,76,946,0.5862068965517241,<lipo>|Nc1ccccc1NC(=O)c2ccccn2,<lipo>|Clc1cccc(NC(=O)c2ccccn2)c1,1.0,3.4,-2.4,train,lipo
77,77,2266,0.7169811320754716,<lipo>|COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,<lipo>|COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1.36,1.69,-0.32999999999999985,train,lipo
78,78,578,0.52,<lipo>|O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c3ccccc3,<lipo>|O=C(Nc1ccccc1)c2ccccc2,4.02,2.8,1.2199999999999998,train,lipo
79,79,647,0.5,<lipo>|C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,<lipo>|CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.4,3.94,-2.54,train,lipo
80,80,423,0.8554216867469879,<lipo>|Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,<lipo>|Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,3.37,3.57,-0.19999999999999973,train,lipo
81,81,1094,0.6615384615384615,<lipo>|Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,<lipo>|Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,2.0,1.8,0.19999999999999996,train,lipo
82,82,242,0.9065420560747663,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,1.3,2.4,-1.0999999999999999,train,lipo
83,83,2974,0.7428571428571429,<lipo>|COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,2.24,2.18,0.06000000000000005,train,lipo
84,84,975,0.8058252427184466,<lipo>|CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,<lipo>|CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,0.57,-0.15,0.72,train,lipo
85,85,2489,0.8651685393258427,<lipo>|CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,<lipo>|CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,2.25,2.0,0.25,train,lipo
86,86,745,0.42857142857142855,<lipo>|CN1CCN(CC1)c2ncnc3c2sc4nc(C)cc(C)c34,<lipo>|Cc1sc2ncnc(N3CCN(CC3)c4ncccn4)c2c1C,3.2,3.66,-0.45999999999999996,train,lipo
87,87,2426,0.7674418604651163,<lipo>|NC1(CCC1)c2ccc(cc2)c3c(ccn4ccnc34)c5ccccc5,<lipo>|NC1(CCC1)c2ccc(cc2)c3c(ccn4ncnc34)c5ccccc5,2.0,1.7,0.30000000000000004,train,lipo
88,88,611,0.5949367088607594,<lipo>|CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,<lipo>|CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,1.24,2.55,-1.3099999999999998,train,lipo
89,89,2413,0.6792452830188679,<lipo>|CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,<lipo>|CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C,0.96,1.58,-0.6200000000000001,train,lipo
90,90,2128,0.8333333333333334,<lipo>|CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,<lipo>|Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.1,2.99,0.10999999999999988,train,lipo
91,91,275,0.7037037037037037,<lipo>|CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CCN(CCc4ccccc4)C[C@@H]23,<lipo>|CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,2.47,1.65,0.8200000000000003,train,lipo
92,92,1861,0.6575342465753424,<lipo>|C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,<lipo>|C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3cccc(c3)C#N,1.6,0.4,1.2000000000000002,train,lipo
93,93,1244,0.3717948717948718,<lipo>|CN1CCN2C(C1)c3ccccc3Cc4cccnc24,<lipo>|C1Cc2ccccc2CN1c3ccncc3,2.82,1.4,1.42,train,lipo
94,94,997,0.8484848484848485,<lipo>|CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,<lipo>|CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,2.05,3.97,-1.9200000000000004,train,lipo
95,95,1880,0.5223880597014925,<lipo>|OC1(CNCCc2ccccc12)c3ccccc3,<lipo>|OC1(C(=O)Nc2ccccc12)c3ccccc3,1.38,1.71,-0.33000000000000007,train,lipo
