,ID1,ID2,Similarity,comp1,comp2,prop
74,74,869,0.4838709677419355,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1.1979999999999995
75,75,493,0.8636363636363636,CCCCCC#C,CCCCCCC#C,0.6500000000000004
76,76,875,0.53125,NC(=O)c1ccccc1O,Nc1ccccc1O,-1.1
77,77,732,0.3939393939393939,Cn1ccc(=O)[nH]c1=O,O=c1cc[nH]c(=O)[nH]1,0.6810000000000002
78,78,520,0.25,NC(=O)NC1NC(=O)NC1=O,O=C1NC(=O)C(=O)C(=O)N1,-0.3500000000000001
79,79,372,0.7258064516129032,CCc1cccc(CC)c1N(COC)C(=O)CCl,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.9300000000000006
80,80,737,0.47058823529411764,Cc1ccccc1n3c(C)nc2ccccc2c3=O,Cc1c2ccccc2c(C)c3ccccc13,3.6450000000000005
81,81,445,0.6785714285714286,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-0.20999999999999996
82,82,749,0.9166666666666666,CCCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,1.3100000000000005
83,83,389,0.45,Oc1c(I)cc(C#N)cc1I,Oc1c(Br)cc(C#N)cc1Br,-0.2799999999999998
84,84,889,0.26666666666666666,C1SC(=S)NC1(=O),O=C1CCC(=O)N1,-2.07
85,85,829,0.23809523809523808,O=N(=O)OCC(CON(=O)=O)ON(=O)=O,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,0.6699999999999999
86,86,448,0.6862745098039216,CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)nc(OC)n1,-0.7610000000000001
87,87,798,0.65625,COC(=O)c1ccccc1,CC(=O)c1ccccc1,-0.5700000000000001
88,88,109,0.5,CCC(=O)OC,CCOC(=O)CC,0.52
89,89,783,0.5517241379310345,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-0.5430000000000001
90,90,288,0.38461538461538464,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0.3100000000000005
91,91,819,0.8695652173913043,OC1CCCCCC1,OC1CCCCC1,-0.44
92,92,870,0.5217391304347826,CCOCCOCC,CCOCC,-0.68
93,93,190,0.7368421052631579,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,-1.9460000000000006
94,94,408,0.68,Clc1ccc(cc1)c2cc(Cl)ccc2Cl,Clc1ccc(cc1)c2cccc(Cl)c2Cl,0.040000000000000036
95,95,392,0.8484848484848485,O=C2NC(=O)C1(CC1)C(=O)N2,O=C2NC(=O)C1(CCC1)C(=O)N2,-0.23099999999999987
96,96,107,0.5294117647058824,Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc3ccccc3cc2c1,2.0700000000000003
97,97,395,0.8072289156626506,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-1.19
98,98,398,0.5263157894736842,CC(C)c1ccc(C)cc1O,c1(O)c(C)ccc(C(C)C)c1,-0.14000000000000012
99,99,776,0.625,Oc1ccc(Cl)c(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,1.9000000000000004
100,100,680,0.6470588235294118,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,2.5000000000000004
101,101,783,0.18072289156626506,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-0.48299999999999965
102,102,749,0.8333333333333334,CCCCCCCC(=O)OC,CCCCCCCCCC(=O)OC,1.5200000000000005
103,103,250,0.3902439024390244,CC(C)=CCC/C(C)=C\CO,CC(C)=CCCC(O)(C)C=C,-0.47
104,104,348,0.4819277108433735,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-0.33599999999999985
105,105,725,0.5384615384615384,ClC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,-0.31000000000000005
106,106,507,0.7111111111111111,COc1ccc(NC(=O)N(C)C)cc1Cl,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,0.919
107,107,378,0.76,Cc1ccc2cc3ccccc3cc2c1,Nc3ccc2cc1ccccc1cc2c3,-1.79
108,108,264,0.4107142857142857,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(=O)OCC,-2.5500000000000003
109,109,673,0.625,CCOC(=O)CC,CCCC(=O)OCC,0.7000000000000001
110,110,783,0.76,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0.8570000000000002
111,111,692,0.8636363636363636,CCCCCCBr,CCCCCCCBr,0.6199999999999997
112,112,698,0.5714285714285714,Oc1cccc(Cl)c1,Clc1cccc(Cl)c1,2.34
113,113,253,0.48717948717948717,Cc1c(C)c(C)c(C)c(C)c1C,Cc1cc(C)c(C)c(C)c1C,-1.2300000000000004
114,114,569,0.6190476190476191,FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(F)Cl,-0.2999999999999998
115,115,580,0.3953488372093023,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,O=C1c2ccccc2C(=O)c3ccccc13,-0.7409999999999997
116,116,756,0.410958904109589,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,c3ccc2nc1ccccc1cc2c3,-1.2030000000000003
117,117,349,0.6764705882352942,c1cccc2c3c(C)cc4ccccc4c3ccc12,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,0.41999999999999993
118,118,799,0.56,N(=Nc1ccccc1)c2ccccc2,c1ccc(cc1)c2ccccc2,-0.10500000000000043
119,119,370,0.38461538461538464,CCN(CC)C(=S)SSC(=S)N(CC)CC,CN(C)C(=S)SSC(=S)N(C)C,-0.9600000000000004
120,120,524,0.7560975609756098,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-0.08000000000000007
121,121,799,0.5714285714285714,O=C(c1ccccc1)c2ccccc2,c1ccc(cc1)c2ccccc2,1.2249999999999996
122,122,643,0.39285714285714285,C/C1CCC(\C)CC1,CC1CCCC1,-1.17
123,123,507,0.38461538461538464,CN(C)C=Nc1ccc(Cl)cc1C,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,0.6230000000000002
124,124,610,0.5454545454545454,Cc1ccc(cc1N(=O)=O)N(=O)=O,Cc1c(cccc1N(=O)=O)N(=O)=O,0.18000000000000016
125,125,564,0.6595744680851063,CCNc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.5799999999999996
126,126,383,0.46153846153846156,CCN(CC)c1ccccc1,CCCc1ccccc1,0.3400000000000003
127,127,817,0.4,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,c1c(Cl)cccc1c2ccccc2,0.4349999999999996
128,128,895,0.32967032967032966,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.006000000000000227
129,129,232,0.9,CCCCCC(=O)OCC,CCCCCCC(=O)OCC,0.3900000000000001
130,130,420,0.9333333333333333,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,O=C2NC(=O)C1(CCCCCC1)C(=O)N2,0.18599999999999994
131,131,768,0.391304347826087,ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.0699999999999998
132,132,875,0.5714285714285714,Oc1ccccc1O,Nc1ccccc1O,1.3399999999999999
133,133,366,0.8518518518518519,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,1.0199999999999996
134,134,643,0.5,C/C1CCCCC1\C,CC1CCCC1,-1.0
135,135,342,0.4807692307692308,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,Clc1ccc(cc1)N(=O)=O,-2.54
136,136,538,0.5348837209302325,Cc1cc(C)c2ccccc2c1,Cc1cccc2ccccc12,-0.5899999999999999
137,137,772,0.5714285714285714,Clc1ccc(Br)cc1,Cc1ccc(Cl)cc1,-0.5499999999999998
138,138,496,0.35714285714285715,ClC(=C)Cl,ClC=C(Cl)Cl,0.32000000000000006
139,139,227,0.36363636363636365,CC=C,CCC=C,0.8599999999999999
140,140,349,0.8709677419354839,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-0.009999999999999787
141,141,810,0.3559322033898305,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,CNC(=O)C=C(C)OP(=O)(OC)OC,-4.059
142,142,603,0.38636363636363635,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.0599999999999996
143,143,760,0.22916666666666666,Cc1ncc(N(=O)=O)n1CCO,Cc1ccc(cc1)N(=O)=O,1.2300000000000002
144,144,695,0.6388888888888888,O=C1NC(=O)NC(=O)C1(C)CC,O=C1NC(=O)NC(=O)C1(C)C,0.514
145,145,665,0.3333333333333333,c1cncnc1,c1ccnnc1,0.0
146,146,164,0.6538461538461539,Clc1cccc(c1)c2cc(Cl)ccc2Cl,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,1.2400000000000002
147,147,563,0.6060606060606061,CCc1ccccc1CC,CCc1ccccc1C,-0.06999999999999984
148,148,459,0.325,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,4.322
149,149,407,0.45454545454545453,NC(=S)N,NC(=O)N,-0.6399999999999999
150,150,225,0.5851063829787234,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.5140000000000002
151,151,643,0.3076923076923077,CC1CCCO1,CC1CCCC1,3.4099999999999997
152,152,858,0.59375,CC(C)Cc1ccccc1,CCc1ccccc1,-1.35
153,153,575,0.3939393939393939,Nc1nc(=O)[nH]cc1F,Nc1cc[nH]c(=O)n1,0.18300000000000005
154,154,842,0.4166666666666667,CCC(C)C(=O)C,CC(C)CC(=O)C,0.06999999999999995
155,155,563,0.35294117647058826,CC1(C)CON(Cc2ccccc2Cl)C1=O,CCc1ccccc1C,0.8719999999999999
156,156,329,0.6463414634146342,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,0.15299999999999958
157,157,497,0.5,CC(C)O,CC(C)C(C)O,0.61
158,158,407,0.45454545454545453,CC(=O)N,NC(=O)N,0.6200000000000001
159,159,179,0.47368421052631576,c2ccc1scnc1c2,Sc2nc1ccccc1s2,1.6800000000000002
160,160,329,0.7857142857142857,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,1.661
161,161,636,0.3333333333333333,CCCC(O)C=C,CCCC(C)CO,0.5200000000000001
162,162,669,0.6842105263157895,Oc1cccc2ccccc12,Nc1cccc2ccccc12,-0.30000000000000027
163,163,538,0.675,CCc1cccc2ccccc12,Cc1cccc2ccccc12,-0.46999999999999975
164,164,365,0.660377358490566,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-0.6799999999999997
165,165,686,0.8333333333333334,C1CCOCC1,C1CCOC1,-0.52
166,166,744,0.6,Oc1c(Cl)cccc1Cl,Oc1cccc(Cl)c1Cl,-0.49
167,167,283,0.4444444444444444,COC(C)(C)C,CCC(C)(C)C,3.3099999999999996
168,168,299,0.5846153846153846,O2c1ccccc1N(C)C(=O)c3cccnc23,CCN2c1ccccc1N(C)C(=O)c3cccnc23,-0.3480000000000003
169,169,263,0.5,CC(=C)C,CC(=C)C(=C)C,0.06999999999999984
170,170,354,0.8518518518518519,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-0.0900000000000003
171,171,394,0.6363636363636364,Cc1ccccc1N(=O)=O,Nc1ccccc1N(=O)=O,-0.3700000000000001
172,172,346,0.56,CCCCC(O)CC,CCCCC(C)O,-0.58
173,173,621,0.8125,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,0.7700000000000005
174,174,708,0.6901408450704225,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,0.20999999999999996
175,175,668,0.42857142857142855,CC(=O)C(C)(C)C,CC(O)C(C)(C)C,-0.09999999999999998
176,176,896,0.5714285714285714,Nc1ccccc1Cl,Clc1ccccc1I,2.02
177,177,261,0.6341463414634146,Oc2ncc1nccnc1n2,COc2ncc1nccnc1n2,-0.837
178,178,251,0.6,Oc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,3.1400000000000006
179,179,390,0.37209302325581395,Sc2nc1ccccc1s2,c1ccc2ncccc2c1,-1.8800000000000001
180,180,588,0.3717948717948718,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,Oc1ccc(cc1)c2ccccc2,0.5800000000000001
181,181,710,0.7777777777777778,CCCCCCc1ccccc1,CCCCc1ccccc1,-1.1500000000000004
182,182,581,0.2631578947368421,CC=C(C)C,CN(C)C(=O)C,-3.67
183,183,853,0.6,C1c2ccccc2c3ccccc13,Cc1cccc2c1Cc3ccccc32,0.21999999999999975
184,184,299,0.6875,CCN2c1ncccc1N(C)C(=O)c3cccnc23,CCN2c1ccccc1N(C)C(=O)c3cccnc23,0.7039999999999997
185,185,301,0.29310344827586204,CCN(CC)C(=S)SCC(Cl)=C,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.6740000000000002
186,186,759,0.7209302325581395,O=C1NC(=O)NC(=O)C1(CC)CC,CCCCC1(CC)C(=O)NC(=O)NC1=O,-0.7389999999999999
187,187,870,0.35714285714285715,CCC,CCOCC,-1.8499999999999999
188,188,700,0.2967741935483871,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-0.8489999999999998
189,189,643,0.85,CC1CCCCC1,CC1CCCC1,-0.5500000000000003
190,190,396,0.509090909090909,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,0.5520000000000005
191,191,493,0.6521739130434783,CCCCC#C,CCCCCCC#C,1.3000000000000003
192,192,649,0.875,CCCCCC(=O)C,CCCCCCC(=O)C,0.5999999999999999
193,193,594,0.3064516129032258,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,CSc1nnc(c(=O)n1N)C(C)(C)C,0.3760000000000001
194,194,611,0.47619047619047616,Cc1ncnc2nccnc12,c2cnc1ncncc1n2,-0.48600000000000004
195,195,423,0.76,c3ccc2c(O)c1ccccc1cc2c3,Cc1c2ccccc2cc3ccccc13,1.1599999999999993
196,196,758,0.6363636363636364,Clc1cccc(c1)N(=O)=O,Nc1cccc(c1)N(=O)=O,-0.5800000000000001
197,197,649,0.68,CCCCC(=O)C,CCCCCCC(=O)C,1.2499999999999998
