,ID1,ID2,Similarity,comp1,comp2,prop
44,44,110,0.5,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,0.04999999999999982
45,45,102,0.39285714285714285,Cc1cc2ccccc2cc1C,Cc1ccc2c(ccc3ccccc32)c1,1.12
46,46,102,0.2345679012345679,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,Cc1ccc2c(ccc3ccccc32)c1,0.8899999999999997
47,47,95,0.39215686274509803,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),1.4100000000000001
48,48,50,0.34375,CC(C)CCC(C)(C)C,CCCCCC(C)C,0.03000000000000025
49,49,59,0.33858267716535434,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-1.7119999999999997
50,50,76,0.5,CCCCCC(C)C,CCCCCC(O)CC,-3.1
51,51,110,0.7428571428571429,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-0.07000000000000028
52,52,66,0.25,CC(C)CCOC=O,CCCCC(CC)C=O,0.6099999999999999
53,53,104,0.36585365853658536,Oc2ccc1CCCCc1c2,Oc1ccc(Cl)c(Cl)c1,-0.74
54,54,107,0.38461538461538464,CCC(CC)CO,CCCC(O)CC,-0.3699999999999999
55,55,64,0.42857142857142855,CCN2c1ccccc1N(C)C(=O)c3ccccc23,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-0.6349999999999998
56,56,104,0.19148936170212766,O=Cc2ccc1OCOc1c2,Oc1ccc(Cl)c(Cl)c1,-0.3799999999999999
57,57,65,0.1839080459770115,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-1.96
58,58,96,0.37777777777777777,CCOC(=O)C=Cc1ccccc1,NC(=O)c1ccccc1,-2.04
59,59,109,0.2909090909090909,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1.0300000000000002
60,60,61,0.46875,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,0.15200000000000014
61,61,72,0.4067796610169492,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-0.1120000000000001
62,62,94,0.3,CCOC(=O)C,CCCOC(=O)CCC,1.71
63,63,78,0.43548387096774194,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,CCOP(=S)(OCC)SCSC(C)(C)C,-0.9810000000000008
64,64,105,0.24731182795698925,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-0.6629999999999998
65,65,68,0.22058823529411764,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,CC(C)C1CCC(C)CC1=O,1.2200000000000002
66,66,76,0.4117647058823529,CCCCC(CC)C=O,CCCCCC(O)CC,-0.1499999999999999
67,67,102,0.3333333333333333,C1=Cc2cccc3cccc1c23,Cc1ccc2c(ccc3ccccc32)c1,1.88
68,68,72,0.16071428571428573,CC(C)C1CCC(C)CC1=O,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-0.14000000000000012
69,69,72,0.18461538461538463,CCNc1nc(NC(C)C)nc(OC)n1,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.1259999999999999
70,70,107,0.5,CCCC(C)O,CCCC(O)CC,0.51
71,71,112,0.28125,c1ccncc1,ClCc1ccccc1,3.1500000000000004
72,72,89,0.2222222222222222,CCC1(C(C)C)C(=O)NC(=O)NC1=O,O=C1CNC(=O)N1,-1.81
73,73,108,0.24503311258278146,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,1.1400000000000006
74,74,83,0.4117647058823529,Nc2cnn(c1ccccc1)c(=O)c2Cl,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,1.1680000000000001
75,75,111,0.05128205128205128,CC1CO1,Cc1ncc(N(=O)=O)n1CCO,0.63
76,76,107,0.6153846153846154,CCCCCC(O)CC,CCCC(O)CC,-1.18
77,77,105,0.2523364485981308,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-1.1250000000000004
78,78,93,0.19148936170212766,CCOP(=S)(OCC)SCSC(C)(C)C,CCC(C)(C)CO,-3.715
79,79,95,0.34545454545454546,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),-0.20999999999999996
80,80,112,0.3829787234042553,C(Cc1ccccc1)c2ccccc2,ClCc1ccccc1,-2.23
81,81,84,0.1724137931034483,BrCCBr,CCCCCCCCBr,3.38
82,82,84,0.6060606060606061,CCCCCCCCCO,CCCCCCCCBr,2.05
83,83,105,0.2,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-0.5950000000000002
84,84,94,0.16666666666666666,CCCCCCCCBr,CCCOC(=O)CCC,-3.3099999999999996
85,85,104,0.4117647058823529,Cc1ccc(O)cc1C,Oc1ccc(Cl)c(Cl)c1,-0.1299999999999999
86,86,104,0.47058823529411764,Oc1c(Cl)ccc(Cl)c1Cl,Oc1ccc(Cl)c(Cl)c1,-1.3900000000000001
87,87,95,0.22807017543859648,Cc2ncc1nccnc1n2,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),5.31
88,88,104,0.2222222222222222,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,Oc1ccc(Cl)c(Cl)c1,-5.37
89,89,97,0.2413793103448276,O=C1CNC(=O)N1,O=C1CCCN1,-1.4700000000000002
90,90,105,0.2,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,0.3679999999999999
91,91,104,0.6,Clc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,-2.34
92,92,109,0.152,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,2.6910000000000007
93,93,107,0.20689655172413793,CCC(C)(C)CO,CCCC(O)CC,-0.24
94,94,107,0.2727272727272727,CCCOC(=O)CCC,CCCC(O)CC,-0.95
95,95,104,0.16981132075471697,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),Oc1ccc(Cl)c(Cl)c1,-4.18
96,96,112,0.4117647058823529,NC(=O)c1ccccc1,ClCc1ccccc1,1.4300000000000002
97,97,110,0.0547945205479452,O=C1CCCN1,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,8.92
98,98,103,0.2682926829268293,CC(=O)Nc1ccc(F)cc1,Cc1ccc(Br)cc1,1.41
99,99,109,0.059602649006622516,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,6.9110000000000005
100,100,103,0.45714285714285713,Cc1ccc(cc1)S(=O)(=O)N,Cc1ccc(Br)cc1,1.45
101,101,105,0.25842696629213485,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,0.7709999999999999
102,102,110,0.5072463768115942,Cc1ccc2c(ccc3ccccc32)c1,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,2.01
103,103,112,0.18421052631578946,Cc1ccc(Br)cc1,ClCc1ccccc1,-0.7999999999999998
104,104,105,0.2,Oc1ccc(Cl)c(Cl)c1,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,2.201
105,105,108,0.2641509433962264,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,1.6200000000000006
106,106,107,0.1111111111111111,CNC(=O)C(C)SCCSP(=O)(OC)(OC),CCCC(O)CC,1.944
107,107,111,0.08695652173913043,CCCC(O)CC,Cc1ncc(N(=O)=O)n1CCO,0.41999999999999993
108,108,110,0.21818181818181817,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,2.778999999999999
109,109,111,0.07446808510638298,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,Cc1ncc(N(=O)=O)n1CCO,-6.101000000000001
110,110,112,0.18571428571428572,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,ClCc1ccccc1,-5.459999999999999
111,111,112,0.057692307692307696,Cc1ncc(N(=O)=O)n1CCO,ClCc1ccccc1,1.1700000000000002
